vehicle_count,avg_speed,time_of_day,weather,traffic_level
134,79,18,2,High
116,39,12,0,Medium
125,37,9,1,High
33,60,12,0,Low
11,16,13,2,Low
36,32,15,2,Low
36,72,20,1,Low
56,58,1,0,Low
169,19,15,1,High
116,58,3,0,Medium
177,12,1,0,High
53,75,19,0,Low
12,13,9,1,Low
189,34,14,1,High
102,69,6,1,Medium
50,23,3,0,Low
69,63,3,0,Medium
153,13,19,2,High
119,58,9,0,Medium
36,23,2,0,Low
14,23,23,0,Low
170,27,4,0,High
137,38,14,0,High
96,23,17,1,Medium
129,67,2,0,High
127,11,1,0,High
55,73,15,2,Low
111,21,14,1,Medium
121,20,12,2,High
58,47,19,2,Low
18,11,6,1,Low
89,21,15,0,Medium
10,38,16,2,Low
81,67,19,0,Medium
173,58,9,0,High
192,13,1,2,High
66,45,9,0,Medium
117,26,5,1,Medium
149,65,21,0,High
78,71,22,0,Medium
154,47,6,0,High
15,33,16,1,Low
151,18,14,0,High
122,58,0,2,High
98,60,15,1,Medium
135,27,5,0,High
78,38,13,1,Medium
173,68,13,0,High
132,70,8,0,High
199,27,7,2,High
193,42,21,1,High
24,34,4,1,Low
75,50,8,2,Medium
90,38,3,0,Medium
163,37,12,1,High
195,60,13,0,High
129,70,10,1,High
38,19,10,0,Low
41,46,5,1,Low
154,35,15,1,High
125,75,20,1,High
112,23,12,0,Medium
31,21,22,2,Low
119,32,9,2,Medium
110,63,12,1,Medium
59,36,5,2,Low
188,14,4,0,High
160,71,18,2,High
113,73,6,2,Medium
70,10,1,2,Medium
26,30,18,1,Low
29,60,0,1,Low
168,42,15,2,High
46,57,22,2,Low
14,64,2,1,Low
89,31,6,1,Medium
138,68,16,2,High
123,71,20,2,High
158,41,0,0,High
189,54,16,0,High
189,20,7,2,High
169,42,10,0,High
168,70,9,1,High
133,64,7,2,High
133,48,17,1,High
17,10,12,1,Low
88,72,9,2,Medium
108,28,18,2,Medium
101,55,17,2,Medium
20,31,9,2,Low
17,56,7,0,Low
75,17,9,0,Medium
159,46,7,2,High
86,11,23,2,Medium
178,64,10,1,High
19,78,8,2,Low
113,71,23,0,Medium
93,16,22,0,Medium
153,70,12,1,High
11,25,5,0,Low
15,10,5,2,Low
138,32,13,0,High
130,52,8,2,High
136,20,10,1,High
164,44,19,1,High
17,67,10,1,Low
13,46,21,2,Low
174,39,14,0,High
185,31,23,2,High
166,75,0,1,High
36,72,2,0,Low
179,70,5,2,High
72,32,20,0,Medium
118,44,8,1,Medium
132,20,5,1,High
42,77,4,1,Low
59,70,7,2,Low
27,41,16,0,Low
29,42,8,0,Low
125,59,15,0,High
119,28,22,2,Medium
171,76,16,1,High
139,25,2,0,High
82,78,3,1,Medium
42,56,7,1,Low
80,23,19,0,Medium
158,77,9,2,High
166,70,3,0,High
189,47,4,1,High
156,54,10,0,High
156,77,20,2,High
51,79,21,1,Low
168,74,20,1,High
179,13,22,0,High
93,39,18,1,Medium
199,12,23,0,High
185,77,12,0,High
168,26,6,0,High
189,63,8,1,High
143,14,11,0,High
118,16,22,1,Medium
56,67,9,0,Low
124,30,16,1,High
47,74,5,2,Low
195,34,11,1,High
42,70,16,1,Low
190,30,18,0,High
132,23,23,2,High
21,32,16,1,Low
71,32,0,1,Medium
87,30,14,1,Medium
128,50,10,0,High
50,45,22,2,Low
83,74,7,1,Medium
171,34,12,1,High
117,78,11,2,Medium
85,46,11,2,Medium
24,74,14,2,Low
100,46,3,2,Medium
45,24,17,1,Low
64,54,10,2,Medium
90,65,17,0,Medium
103,26,0,2,Medium
191,32,20,1,High
90,36,3,0,Medium
41,14,21,1,Low
46,74,1,0,Low
79,62,6,0,Medium
130,43,3,0,High
134,57,23,1,High
180,15,21,2,High
16,43,8,1,Low
179,71,2,2,High
147,78,17,2,High
99,21,18,1,Medium
187,31,12,2,High
103,13,3,1,Medium
166,20,21,0,High
36,17,11,0,Low
188,18,18,2,High
180,13,11,1,High
153,41,10,2,High
170,63,16,0,High
17,11,10,0,Low
94,66,23,0,Medium
26,29,12,2,Low
177,60,23,2,High
174,53,11,2,High
49,50,4,0,Low
97,27,23,1,Medium
165,56,13,0,High
133,66,21,0,High
32,47,21,0,Low
157,76,21,0,High
103,73,2,0,Medium
91,52,18,1,Medium
116,61,16,0,Medium
150,16,18,0,High
111,69,3,2,Medium
80,27,18,1,Medium
151,52,20,2,High
164,47,0,2,High
177,76,11,1,High
169,52,19,0,High
184,30,13,0,High
37,58,20,1,Low
64,28,12,2,Medium
105,35,5,0,Medium
82,57,14,2,Medium
73,31,14,2,Medium
107,79,11,0,Medium
129,69,7,1,High
180,51,14,2,High
189,43,4,0,High
47,29,11,2,Low
81,59,23,2,Medium
142,69,6,0,High
83,49,17,2,Medium
28,48,21,1,Low
107,48,22,0,Medium
182,46,9,2,High
104,24,6,1,Medium
144,54,8,0,High
159,59,12,2,High
109,11,7,1,Medium
153,26,11,2,High
105,26,23,2,Medium
47,58,10,2,Low
45,14,13,2,Low
133,13,15,1,High
106,21,7,2,Medium
93,26,16,0,Medium
169,19,1,0,High
105,41,3,1,Medium
119,42,3,1,Medium
133,60,14,0,High
199,15,19,1,High
134,11,1,0,High
169,75,4,2,High
87,20,8,2,Medium
95,14,6,0,Medium
25,73,1,2,Low
88,62,23,2,Medium
70,31,3,0,Medium
87,24,20,2,Medium
128,33,3,0,High
130,10,2,1,High
57,65,6,1,Low
37,77,13,2,Low
68,69,9,1,Medium
198,41,6,2,High
144,71,8,0,High
131,26,12,1,High
111,21,17,2,Medium
144,19,1,1,High
141,79,12,1,High
102,49,16,0,Medium
198,16,23,0,High
97,74,15,0,Medium
113,19,17,2,Medium
113,44,6,2,Medium
107,23,6,1,Medium
45,62,6,1,Low
32,18,13,2,Low
191,74,0,1,High
159,66,23,2,High
92,10,16,2,Medium
79,72,22,2,Medium
177,25,6,0,High
98,30,2,0,Medium
42,66,2,2,Low
176,76,14,0,High
75,59,16,1,Medium
93,74,5,0,Medium
132,35,13,2,High
113,44,17,0,Medium
144,24,4,1,High
160,23,16,2,High
11,79,5,2,Low
43,42,9,1,Low
53,34,11,1,Low
59,59,6,0,Low
78,32,22,0,Medium
167,59,8,0,High
68,54,6,1,Medium
73,14,23,2,Medium
133,72,0,1,High
117,65,18,0,Medium
53,73,9,2,Low
53,48,20,1,Low
84,16,2,1,Medium
59,34,20,1,Low
104,73,23,2,Medium
192,63,2,0,High
80,16,11,1,Medium
199,36,7,1,High
81,52,4,2,Medium
121,73,13,1,High
99,44,2,0,Medium
28,77,22,1,Low
108,75,2,1,Medium
138,25,19,0,High
144,29,0,0,High
93,28,8,1,Medium
163,57,9,2,High
17,17,8,2,Low
192,64,22,0,High
77,19,0,0,Medium
147,55,11,0,High
107,78,19,2,Medium
58,41,22,1,Low
171,65,5,1,High
140,66,19,1,High
194,34,21,1,High
120,17,7,1,Medium
167,77,20,2,High
190,59,11,1,High
55,50,3,0,Low
84,31,18,0,Medium
139,35,10,0,High
24,41,5,2,Low
37,74,8,2,Low
25,67,13,1,Low
163,62,7,0,High
119,33,20,0,Medium
170,24,19,1,High
153,21,14,0,High
16,31,6,0,Low
51,39,15,2,Low
147,15,21,2,High
167,63,3,1,High
39,34,12,0,Low
134,63,10,2,High
141,14,21,0,High
145,38,19,2,High
135,35,17,0,High
13,58,8,1,Low
34,60,13,0,Low
168,10,8,0,High
151,11,10,1,High
58,48,22,0,Low
56,29,10,0,Low
196,40,4,2,High
128,40,10,1,High
134,53,5,0,High
182,26,20,2,High
135,57,19,0,High
49,25,11,1,Low
198,18,19,2,High
34,50,6,2,Low
128,47,11,1,High
122,72,12,2,High
137,13,13,1,High
164,50,0,0,High
182,77,23,0,High
157,76,3,0,High
23,43,23,0,Low
81,44,19,2,Medium
166,52,3,0,High
39,72,7,2,Low
95,52,1,0,Medium
180,58,14,0,High
20,13,9,1,Low
15,58,21,0,Low
96,47,11,2,Medium
157,25,6,0,High
145,20,0,2,High
81,12,15,2,Medium
142,48,0,0,High
26,30,0,2,Low
95,32,7,1,Medium
146,76,9,0,High
167,46,5,1,High
104,23,18,0,Medium
147,23,23,0,High
100,25,0,1,Medium
78,49,2,2,Medium
23,29,11,0,Low
188,66,16,1,High
80,39,13,2,Medium
42,39,1,0,Low
83,70,5,2,Medium
169,11,0,0,High
25,11,12,1,Low
87,41,10,2,Medium
19,52,22,0,Low
63,55,3,0,Medium
163,44,19,0,High
48,67,7,1,Low
197,75,10,1,High
164,72,13,1,High
146,66,1,1,High
100,19,10,2,Medium
168,76,14,1,High
142,69,17,1,High
50,28,18,0,Low
59,70,14,0,Low
151,63,17,2,High
75,75,19,0,Medium
71,25,4,0,Medium
77,10,3,1,Medium
73,17,13,0,Medium
69,68,2,1,Medium
27,72,5,1,Low
172,75,6,0,High
55,15,20,2,Low
75,64,7,2,Medium
43,20,17,1,Low
80,54,0,0,Medium
44,28,15,2,Low
118,34,10,1,Medium
194,18,20,1,High
13,72,22,1,Low
22,38,21,1,Low
114,39,3,1,Medium
54,52,0,2,Low
137,24,5,0,High
34,71,2,1,Low
30,50,12,1,Low
27,72,19,0,Low
92,11,22,1,Medium
145,22,18,0,High
114,35,14,1,Medium
118,55,9,0,Medium
51,57,14,0,Low
53,74,11,2,Low
156,28,10,0,High
36,28,8,0,Low
93,77,5,2,Medium
171,20,23,0,High
165,47,1,1,High
40,14,13,0,Low
24,40,18,0,Low
97,41,3,1,Medium
161,65,11,2,High
98,63,15,0,Medium
163,36,8,0,High
166,26,5,2,High
18,26,22,2,Low
184,46,12,1,High
153,29,12,2,High
40,16,17,1,Low
183,36,15,1,High
147,21,8,1,High
126,34,13,1,High
48,20,18,1,Low
106,53,23,1,Medium
97,51,6,1,Medium
76,68,2,2,Medium
190,78,19,1,High
41,60,4,2,Low
125,24,6,0,High
36,60,10,1,Low
118,14,10,1,Medium
167,20,2,0,High
137,60,13,0,High
25,10,16,1,Low
51,22,15,0,Low
141,63,22,1,High
27,38,11,0,Low
100,32,16,2,Medium
129,25,4,1,High
108,36,8,0,Medium
163,69,23,0,High
15,15,1,1,Low
31,42,15,2,Low
121,43,10,1,High
184,34,19,2,High
108,44,22,2,Medium
99,70,23,1,Medium
32,42,9,1,Low
178,66,15,0,High
60,14,13,0,Low
118,25,12,1,Medium
183,47,1,1,High
48,62,7,2,Low
109,60,1,1,Medium
98,35,21,0,Medium
109,52,23,0,Medium
156,13,1,0,High
79,40,23,2,Medium
13,49,0,1,Low
173,39,3,1,High
137,66,23,2,High
116,29,14,1,Medium
109,69,12,0,Medium
67,57,5,1,Medium
142,61,4,1,High
39,32,20,2,Low
103,59,20,0,Medium
151,44,19,2,High
113,63,11,0,Medium
45,50,6,1,Low
81,17,13,2,Medium
66,19,6,0,Medium
82,62,10,1,Medium
106,20,12,2,Medium
70,50,5,2,Medium
167,28,9,0,High
162,67,4,1,High
114,57,23,0,Medium
150,21,14,1,High
20,58,13,1,Low
20,30,8,0,Low
147,79,8,2,High
49,18,11,0,Low
107,66,2,0,Medium
197,37,8,1,High
135,38,16,0,High
64,66,0,2,Medium
37,45,16,1,Low
67,21,11,2,Medium
90,53,11,2,Medium
158,61,17,0,High
190,18,17,0,High
72,59,19,0,Medium
23,23,5,1,Low
151,55,6,0,High
139,64,13,1,High
173,76,5,0,High
79,51,19,2,Medium
81,10,7,1,Medium
34,48,1,1,Low
95,13,1,0,Medium
61,47,3,2,Medium
97,72,19,1,Medium
74,30,4,1,Medium
58,12,4,2,Low
141,58,8,1,High
143,52,16,2,High
198,48,23,1,High
191,28,22,0,High
94,31,3,1,Medium
142,23,14,0,High
102,74,5,1,Medium
69,27,4,0,Medium
76,50,13,0,Medium
84,74,15,1,Medium
41,36,7,1,Low
20,45,12,0,Low
152,45,4,0,High
112,17,7,2,Medium
26,46,19,0,Low
15,14,1,1,Low
186,16,9,0,High
33,20,5,2,Low
28,72,2,0,Low
169,33,15,0,High
155,17,22,0,High
87,35,3,2,Medium
34,20,1,1,Low
129,57,11,2,High
90,46,22,0,Medium
149,32,14,2,High
26,22,9,2,Low
68,69,22,2,Medium
90,27,20,2,Medium
30,26,14,1,Low
106,71,3,0,Medium
66,34,12,2,Medium
65,25,19,1,Medium
62,18,19,0,Medium
100,22,18,1,Medium
128,34,11,0,High
133,27,8,1,High
157,26,18,0,High
56,42,15,2,Low
131,18,4,1,High
128,73,11,2,High
133,15,13,1,High
10,69,13,0,Low
155,69,5,1,High
46,26,23,2,Low
81,74,6,2,Medium
13,54,11,1,Low
28,35,4,2,Low
31,77,9,1,Low
168,46,1,1,High
135,55,20,0,High
199,68,21,0,High
86,79,17,0,Medium
90,29,22,2,Medium
189,30,14,1,High
154,42,8,0,High
123,46,3,2,High
45,38,23,2,Low
192,72,9,0,High
97,52,13,0,Medium
138,18,3,0,High
58,53,23,2,Low
11,74,8,0,Low
18,34,2,1,Low
119,72,17,2,Medium
98,53,23,2,Medium
57,76,10,0,Low
16,43,7,1,Low
17,16,14,0,Low
183,48,14,1,High
56,27,19,2,Low
62,48,19,2,Medium
173,37,8,1,High
153,58,15,0,High
41,23,15,0,Low
159,59,22,1,High
16,30,14,0,Low
27,46,1,2,Low
66,35,10,1,Medium
36,41,14,2,Low
18,10,19,2,Low
161,30,19,2,High
26,20,1,0,Low
68,34,8,0,Medium
156,10,9,2,High
96,66,21,1,Medium
152,31,3,2,High
147,49,20,2,High
129,35,13,1,High
95,77,9,1,Medium
20,35,4,2,Low
128,24,16,1,High
186,38,0,2,High
149,31,15,0,High
64,22,15,2,Medium
61,52,7,2,Medium
125,70,13,2,High
65,11,17,2,Medium
28,51,22,2,Low
160,56,15,1,High
115,28,11,0,Medium
161,39,20,0,High
97,46,2,1,Medium
44,16,23,2,Low
108,34,0,0,Medium
165,36,16,0,High
149,40,21,0,High
43,75,17,1,Low
89,76,20,0,Medium
115,18,13,1,Medium
178,10,0,1,High
127,49,7,1,High
138,57,0,1,High
19,60,19,1,Low
154,79,22,2,High
110,30,16,0,Medium
106,63,3,1,Medium
131,62,13,0,High
83,21,20,2,Medium
90,22,17,2,Medium
117,60,18,2,Medium
63,79,15,1,Medium
170,75,15,0,High
190,17,22,1,High
65,43,13,0,Medium
60,23,14,1,Low
102,59,23,1,Medium
196,54,19,2,High
93,57,23,1,Medium
33,46,8,0,Low
81,54,12,1,Medium
112,50,13,2,Medium
113,45,13,2,Medium
87,34,8,0,Medium
102,69,21,2,Medium
111,64,14,2,Medium
129,25,11,0,High
121,44,21,2,High
103,12,22,2,Medium
151,34,13,1,High
82,69,16,2,Medium
135,67,19,2,High
92,46,12,0,Medium
142,13,13,1,High
97,11,2,0,Medium
109,11,3,2,Medium
70,43,14,1,Medium
81,28,20,1,Medium
26,78,14,1,Low
67,74,21,0,Medium
44,58,7,1,Low
165,39,10,1,High
151,55,3,1,High
19,10,4,0,Low
190,31,10,0,High
103,10,17,1,Medium
180,15,17,1,High
177,15,17,0,High
88,43,3,2,Medium
74,30,11,1,Medium
27,31,18,0,Low
52,58,17,1,Low
191,51,7,0,High
180,45,2,2,High
156,46,14,1,High
141,11,22,1,High
69,71,15,0,Medium
110,49,16,2,Medium
178,75,21,1,High
171,22,22,0,High
182,16,19,1,High
118,49,1,2,Medium
142,77,20,0,High
195,29,3,1,High
56,55,8,2,Low
97,12,12,1,Medium
61,79,3,0,Medium
194,78,5,1,High
127,31,4,1,High
154,76,5,2,High
176,36,8,1,High
62,33,23,2,Medium
97,11,12,2,Medium
119,61,11,1,Medium
153,18,4,2,High
163,79,13,2,High
86,30,12,0,Medium
104,77,22,1,Medium
90,38,4,0,Medium
85,22,13,1,Medium
151,57,0,1,High
39,34,2,1,Low
94,26,6,2,Medium
81,67,18,1,Medium
123,73,22,1,High
193,60,21,1,High
181,56,14,1,High
178,38,0,2,High
190,40,5,1,High
58,18,14,2,Low
195,75,23,1,High
20,77,18,1,Low
54,31,12,2,Low
66,43,23,1,Medium
148,46,11,0,High
64,66,17,0,Medium
54,61,3,2,Low
90,67,22,2,Medium
153,19,6,1,High
115,12,12,1,Medium
27,29,4,2,Low
106,19,23,1,Medium
120,10,18,0,Medium
115,13,11,2,Medium
22,26,13,2,Low
133,12,15,1,High
166,48,6,2,High
93,35,15,1,Medium
168,76,2,2,High
77,29,5,0,Medium
175,45,21,1,High
152,50,15,1,High
71,62,2,2,Medium
127,27,4,0,High
94,35,3,0,Medium
79,39,23,0,Medium
197,54,3,0,High
62,27,9,2,Medium
56,19,5,1,Low
49,12,17,0,Low
99,23,9,1,Medium
183,58,14,1,High
186,77,0,2,High
29,56,5,0,Low
69,13,19,2,Medium
118,59,11,2,Medium
142,34,17,2,High
38,30,7,1,Low
42,65,7,2,Low
166,50,12,0,High
62,22,0,0,Medium
53,28,2,0,Low
54,19,2,0,Low
112,26,14,2,Medium
156,13,17,0,High
166,78,22,0,High
44,43,18,1,Low
25,16,11,0,Low
187,49,4,2,High
183,28,13,0,High
132,50,20,1,High
152,25,8,0,High
139,11,16,1,High
72,38,19,0,Medium
15,71,6,0,Low
178,69,1,1,High
199,15,13,1,High
104,35,12,1,Medium
164,12,4,2,High
45,27,10,2,Low
118,77,8,2,Medium
151,17,18,1,High
121,33,23,2,High
61,47,22,2,Medium
66,21,12,2,Medium
26,78,14,0,Low
170,54,22,1,High
28,48,2,0,Low
88,38,7,2,Medium
140,20,4,1,High
84,49,8,2,Medium
127,57,9,1,High
118,43,13,0,Medium
98,25,4,1,Medium
45,36,12,0,Low
57,33,20,1,Low
111,77,15,1,Medium
40,45,19,1,Low
120,49,23,1,Medium
16,33,15,0,Low
159,47,20,0,High
78,56,23,2,Medium
59,34,19,1,Low
102,75,14,1,Medium
85,29,5,0,Medium
59,15,1,0,Low
40,22,7,0,Low
65,15,0,2,Medium
150,79,21,0,High
176,13,6,0,High
28,41,3,0,Low
77,67,12,1,Medium
145,32,8,2,High
189,11,13,2,High
94,61,20,1,Medium
145,24,2,1,High
158,36,8,0,High
190,66,15,2,High
122,72,14,2,High
156,70,23,0,High
116,34,22,2,Medium
135,15,18,0,High
111,47,8,2,Medium
110,77,22,2,Medium
43,30,8,2,Low
102,69,20,0,Medium
36,41,5,1,Low
35,79,21,0,Low
199,13,14,1,High
193,63,7,0,High
42,28,7,2,Low
25,61,17,2,Low
83,29,15,1,Medium
29,20,19,0,Low
78,54,7,1,Medium
147,76,18,2,High
83,69,11,0,Medium
87,77,0,0,Medium
56,26,1,1,Low
76,77,20,0,Medium
88,36,3,2,Medium
60,49,9,1,Low
32,35,12,0,Low
49,35,1,1,Low
135,26,20,1,High
85,34,9,2,Medium
133,50,11,1,High
172,52,22,1,High
54,49,17,0,Low
114,74,16,1,Medium
114,14,15,1,Medium
113,41,1,0,Medium
125,33,19,0,High
197,45,12,1,High
166,31,17,2,High
30,51,14,2,Low
100,25,21,1,Medium
196,60,0,0,High
121,33,19,2,High
196,28,10,1,High
32,51,2,0,Low
191,51,13,1,High
156,46,10,0,High
92,24,22,0,Medium
126,70,1,2,High
160,57,17,2,High
82,77,23,2,Medium
34,29,20,0,Low
18,25,15,2,Low
29,75,5,1,Low
67,63,12,0,Medium
34,73,4,1,Low
192,23,11,0,High
190,18,0,0,High
158,71,18,1,High
144,69,3,1,High
36,11,14,1,Low
189,63,1,2,High
65,70,23,2,Medium
49,79,20,2,Low
150,11,8,2,High
63,26,21,0,Medium
120,76,2,1,Medium
87,24,4,0,Medium
82,75,13,0,Medium
72,27,10,2,Medium
79,45,7,0,Medium
37,62,21,0,Low
106,61,0,0,Medium
30,28,14,2,Low
179,27,12,0,High
184,59,15,1,High
82,29,9,2,Medium
107,48,5,0,Medium
150,31,10,2,High
52,68,0,0,Low
116,11,13,0,Medium
105,44,0,0,Medium
154,16,8,2,High
168,62,20,2,High
191,11,4,0,High
29,53,21,1,Low
91,47,23,0,Medium
125,46,8,1,High
38,67,10,1,Low
19,50,5,0,Low
164,13,21,1,High
10,51,0,2,Low
11,28,22,0,Low
57,65,20,1,Low
50,39,16,0,Low
199,35,10,1,High
185,52,12,2,High
169,74,14,0,High
40,40,20,2,Low
83,23,17,1,Medium
131,76,21,1,High
85,33,11,2,Medium
22,70,21,2,Low
46,28,21,0,Low
134,10,12,2,High
98,35,9,2,Medium
168,18,2,0,High
133,79,0,1,High
68,58,6,0,Medium
160,53,11,0,High
147,74,3,2,High
110,51,11,1,Medium
172,77,5,0,High
127,65,20,1,High
140,68,8,2,High
63,34,2,1,Medium
155,23,10,1,High
175,36,7,1,High
19,13,21,0,Low
38,59,5,0,Low
85,76,9,0,Medium
144,40,15,1,High
13,53,5,2,Low
146,36,12,2,High
15,11,16,0,Low
153,30,17,2,High
24,11,20,2,Low
111,74,15,2,Medium
137,21,6,2,High
117,71,15,1,Medium
168,79,14,2,High
32,30,15,0,Low
58,16,6,0,Low
48,56,18,1,Low
125,71,13,1,High
167,50,19,2,High
144,36,10,2,High
147,51,13,2,High
53,47,23,2,Low
89,17,2,2,Medium
184,23,20,0,High
85,40,5,2,Medium
128,20,2,0,High
71,15,23,1,Medium
71,36,14,2,Medium
104,13,18,0,Medium
141,42,21,1,High
185,38,16,0,High
140,49,22,1,High
47,77,16,0,Low
143,39,16,1,High
108,38,22,0,Medium
122,40,20,2,High
54,28,5,0,Low
43,36,14,2,Low
29,79,11,1,Low
142,34,4,0,High
123,26,17,1,High
67,23,7,2,Medium
123,64,8,2,High
66,36,16,0,Medium
129,14,17,2,High
68,18,14,1,Medium
29,25,18,1,Low
74,28,9,1,Medium
21,52,12,2,Low
194,33,4,1,High
81,50,10,0,Medium
120,15,13,1,Medium
41,59,19,0,Low
125,34,21,2,High
157,57,17,1,High
71,47,5,2,Medium
54,26,23,2,Low
110,68,19,0,Medium
23,31,5,0,Low
22,57,20,1,Low
70,37,22,2,Medium
127,40,9,2,High
51,66,8,2,Low
24,31,7,0,Low
150,54,16,1,High
155,47,16,1,High
58,74,11,2,Low
57,41,12,0,Low
198,21,17,1,High
174,66,3,2,High
114,44,21,2,Medium
126,43,6,2,High
97,14,10,1,Medium
187,59,13,0,High
145,61,7,2,High
52,69,6,2,Low
181,75,9,0,High
153,65,9,1,High
122,45,10,0,High
146,52,19,0,High
64,74,3,1,Medium
100,53,19,1,Medium
156,26,18,1,High
157,63,0,2,High
99,43,5,1,Medium
180,47,23,1,High
139,56,16,2,High
185,51,8,1,High
184,70,5,1,High
130,59,13,0,High
166,53,9,0,High
176,14,19,0,High
171,42,13,1,High
157,77,0,1,High
193,47,0,1,High
86,43,16,1,Medium
74,53,13,2,Medium
37,70,13,1,Low
15,38,0,0,Low
112,58,10,1,Medium
108,63,11,2,Medium
139,34,11,1,High
134,24,22,0,High
60,11,19,1,Low
122,33,18,2,High
126,13,13,0,High
101,58,0,2,Medium
76,63,12,1,Medium
135,28,21,1,High
116,77,22,0,Medium
121,79,5,1,High
128,69,5,1,High
97,60,22,0,Medium
49,56,22,0,Low
13,24,13,2,Low
38,21,15,0,Low
167,71,23,2,High
51,16,8,0,Low
197,19,12,0,High
140,73,15,0,High
80,60,0,0,Medium
184,64,1,1,High
125,17,6,1,High
161,17,22,0,High
74,64,12,1,Medium
191,61,14,2,High
35,63,1,0,Low
129,62,13,2,High
103,75,18,0,Medium
158,31,18,1,High
187,74,10,2,High
36,69,4,2,Low
44,10,11,1,Low
11,43,20,2,Low
52,65,9,2,Low
104,70,13,2,Medium
179,79,3,1,High
181,55,2,2,High
128,66,13,2,High
20,43,17,0,Low
46,44,10,2,Low
182,28,2,2,High
83,38,20,2,Medium
165,39,20,0,High
79,53,17,2,Medium
122,40,13,2,High
121,77,17,0,High
195,44,8,0,High
14,39,16,0,Low
34,13,11,2,Low
105,57,5,0,Medium
30,14,22,2,Low
163,50,12,1,High
120,17,22,2,Medium
68,52,1,2,Medium
64,42,13,2,Medium
100,27,22,1,Medium
175,11,12,0,High
194,35,13,2,High
37,54,21,2,Low
175,17,10,1,High
34,61,7,2,Low
130,51,8,2,High
179,42,1,0,High
24,58,11,0,Low
47,51,14,2,Low
185,57,3,2,High
144,25,21,2,High
170,57,16,0,High
46,67,13,2,Low
149,79,20,2,High
121,50,11,1,High
134,69,16,0,High
139,20,20,1,High
143,40,12,1,High
100,49,18,1,Medium
47,66,19,1,Low
114,45,8,1,Medium
192,37,10,0,High
195,56,4,1,High
78,60,18,2,Medium
33,63,7,1,Low
106,74,12,2,Medium
47,38,3,2,Low
183,77,19,0,High
174,67,14,0,High
17,36,21,0,Low
36,33,4,0,Low
162,31,4,0,High
65,75,7,2,Medium
30,27,14,2,Low
91,37,4,1,Medium
93,10,8,2,Medium
38,37,13,2,Low
128,38,21,1,High
195,38,0,0,High
120,36,9,2,Medium
114,71,20,2,Medium
133,31,17,0,High
20,40,18,1,Low
61,77,5,2,Medium
13,17,10,1,Low
108,54,13,1,Medium
34,34,20,0,Low
197,10,19,1,High
19,19,9,2,Low
68,30,18,2,Medium
156,40,4,0,High
58,49,8,2,Low
70,71,18,0,Medium
97,64,17,1,Medium
94,61,18,2,Medium
75,50,20,2,Medium
30,62,2,1,Low
68,14,7,1,Medium
47,50,21,0,Low
78,67,7,0,Medium
158,24,23,0,High
187,31,16,0,High
187,43,22,1,High
131,35,17,2,High
108,19,13,1,Medium
75,67,17,1,Medium
159,18,5,0,High
142,55,23,2,High
170,20,10,2,High
15,16,16,1,Low
29,68,19,1,Low
47,52,10,1,Low
170,63,6,2,High
132,72,0,0,High
117,52,2,0,Medium
114,54,21,1,Medium
67,61,6,2,Medium
193,16,22,0,High
87,74,18,0,Medium
23,18,5,0,Low
24,19,20,0,Low
56,60,10,2,Low
139,20,13,0,High
49,39,21,2,Low
110,34,5,2,Medium
99,47,0,0,Medium
111,33,6,2,Medium
135,46,12,2,High
10,66,4,0,Low
52,26,23,0,Low
159,39,4,0,High
185,64,18,0,High
162,61,14,0,High
95,31,10,0,Medium
66,39,18,0,Medium
182,45,7,1,High
175,20,9,0,High
21,56,8,0,Low
49,76,1,0,Low
142,29,0,0,High
82,63,3,2,Medium
170,39,22,2,High
115,70,14,1,Medium
145,41,1,1,High
125,18,3,2,High
41,53,22,2,Low
12,71,0,0,Low
126,74,1,1,High
93,20,13,0,Medium
126,70,12,1,High
14,64,5,2,Low
190,49,6,1,High
51,58,19,0,Low
127,31,11,0,High
70,31,6,1,Medium
158,32,14,1,High
58,65,2,0,Low
75,27,23,1,Medium
55,24,21,1,Low
95,56,19,0,Medium
107,73,21,2,Medium
21,24,4,1,Low
11,13,17,1,Low
147,73,7,0,High
109,56,18,1,Medium
176,16,4,0,High
61,74,6,1,Medium
13,37,12,0,Low
127,46,16,1,High
75,24,17,1,Medium
49,25,14,2,Low
148,46,4,1,High
167,13,3,1,High
146,79,14,1,High
86,57,6,2,Medium
194,24,0,2,High
19,78,9,1,Low
120,76,9,0,Medium
85,39,7,0,Medium
69,66,5,2,Medium
94,47,20,0,Medium
93,50,15,1,Medium
176,52,14,2,High
66,61,6,0,Medium
14,39,1,1,Low
26,36,4,0,Low
138,73,14,0,High
114,46,22,0,Medium
23,64,14,0,Low
60,39,6,0,Low
46,21,13,2,Low
147,55,14,0,High
75,57,8,2,Medium
129,18,21,0,High
59,76,12,2,Low
141,54,5,2,High
177,36,12,0,High
101,48,5,2,Medium
197,13,9,2,High
122,52,16,2,High
103,50,17,0,Medium
99,74,5,2,Medium
38,50,22,2,Low
173,21,18,2,High
82,71,17,1,Medium
136,37,14,1,High
154,31,19,1,High
122,71,23,0,High
136,68,9,0,High
47,56,7,2,Low
171,65,10,0,High
111,29,13,1,Medium
73,50,15,2,Medium
14,41,1,1,Low
100,63,17,1,Medium
196,29,15,0,High
115,73,5,2,Medium
143,68,13,1,High
77,28,15,0,Medium
150,23,9,1,High
153,17,6,1,High
61,70,3,1,Medium
182,70,15,0,High
